"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","DEG_score","Rank_deg","was_score","Rank_was","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"126","trainMean",0.1109,5,0.972503894564812,3,0.946320654105937,3,0,2,0.903849496002781,3,0.995802203426853,3,0.654896041350064,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_1"
"127","baseMLP",0.5342,3,0.789297601629147,4,0.580460592189959,4,0,2,0,6,0.986304024869744,4,0.481710369781475,3.83333333333333,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"128","baseReg",0.6512,1,1,1,1,1,0,2,1,1,1,1,0.7752,1.16666666666667,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"129","baseControl",0.00380000000000003,6,0.982476405609604,2,0.964668859962809,2,0.03,1,0.921421945505715,2,0.995270135523942,3,0.649606224433678,2.66666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"130","CPA",0.4595,5,0,6,0,6,0,2,0.0161721931355445,5,0,6,0.0792786988559241,5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"131","PRnet",0.4957,4,0.573504119927099,5,0.396080675153769,5,0,2,0.442271590962691,4,0.362759541836061,5,0.378385987979937,4.16666666666667,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"132","trainMean",0.5482,2,0.981192939223588,3,0.964239736804463,3,0,2,0.913667594295866,3,0.995532595503372,2,0.733805477637882,2.5,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_1"
"133","baseMLP",-0.5021,5,0.736904541241891,4,0.504725274725275,4,0,1,0,6,0.980819878932295,4,0.28672494914991,4,4,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"134","baseReg",-0.1476,2,0.953571825764597,2,0.917252747252747,2,0,1,0.825731644346726,2,0.999696194055388,2,0.59144206856991,1.83333333333333,2,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"135","baseControl",-0.0570999999999999,1,1,1,1,1,0,1,1,1,1,1,0.65715,1,1,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"136","CPA",-0.3973,4,0,6,0,6,0,1,0.261861633020188,5,0,6,-0.0225730611633019,4.66666666666667,6,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"137","PRnet",-0.5465,6,0.547232622798888,5,0.321208791208791,5,0,1,0.433104720501033,4,0.817976232232354,5,0.262170394456844,4.33333333333333,5,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"138","trainMean",-0.2077,3,0.858646895273401,3,0.740989010989011,3,0,1,0.474900476380839,3,0.987000383997936,3,0.475639461106865,2.66666666666667,3,"sciplex3_comb","A549_CHEMBL491473+CHEMBL2170177_3.0+3.0_2"
"139","baseMLP",0.3451,1,0.832780465549525,4,0.65207413945278,4,0,2,0.0742834954167267,5,0.990849259493209,4,0.482514559985374,3.33333333333333,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"140","baseReg",0.2911,3,0.92610898307179,2,0.850485436893204,2,0,2,0.59285000632627,2,0.995164197722422,2,0.609284770668948,2.16666666666667,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"141","baseControl",-0.0266999999999999,6,1,1,1,1,0.01,1,1,1,1,1,0.663883333333333,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"142","CPA",0.1561,4,0,6,0,6,0,2,0,6,0,6,0.0260166666666667,5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"143","PRnet",0.1388,5,0.650191523538861,5,0.411650485436893,5,0,2,0.169107734191961,4,0.832173582040374,5,0.366987220868015,4.33333333333333,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"144","trainMean",0.3417,2,0.907365339467156,3,0.808296557811121,3,0,2,0.480565263107376,3,0.994926032291998,3,0.588808865446275,2.66666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_2"
"145","baseMLP",0.8231,4,0.77947805840313,3,0.633125050718169,3,0.26,1,0.623019078585428,3,0.00955438821936594,4,0.521379429321016,3,3,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"146","baseReg",0.9947,1,0.943828218478155,2,0.912845897914469,2,0,4,0.9119040423396,2,0.00729514130708753,5,0.628428883339885,2.66666666666667,2,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"147","baseControl",0.0112,6,0.462076771335252,5,0.0200438204982553,5,0.03,2,0,6,0,6,0.0872200986389179,5,6,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"148","CPA",0.6834,5,0,6,0,6,0,4,0.413319926657597,5,0.640635068294395,2,0.289559165825332,4.66666666666667,5,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"149","PRnet",0.835,3,0.482663389709925,4,0.321674916822202,4,0.02,3,0.610032644337152,4,1,1,0.544895158478213,3.16666666666667,4,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"150","trainMean",0.9883,2,1,1,1,1,0,4,1,1,0.0111429841210751,3,0.666573830686846,2,1,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"151","baseMLP",0.8513,3,0.712676193727747,3,0.549505318753254,3,0,3,0.537868891909455,3,0.00660100873391789,5,0.442991902187396,3.33333333333333,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"152","baseReg",0.9958,1,1,1,1,1,0,3,1,1,0.0126162134276415,4,0.668069368904607,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"153","baseControl",0.0272,6,0.428034921718773,4,0.0174812169902552,5,0.01,2,0,6,0,6,0.080452689784838,4.83333333333333,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"154","CPA",0.7202,5,0,6,0,6,0,3,0.351781271134863,5,0.703801124805938,2,0.2959637326568,4.5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"155","PRnet",0.8003,4,0.397015070965225,5,0.246745518113516,4,0.02,1,0.510998776155716,4,1,1,0.495843227539076,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"156","trainMean",0.9898,2,0.950629176218114,2,0.927099605742766,2,0,3,0.923538801309653,2,0.012630915416131,3,0.633949749781111,2.33333333333333,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"157","baseMLP",0.8393,3,0.925053654128544,3,0.807444523979957,3,0,3,0.498293807613428,5,0.961171546404586,3,0.671877255354419,3.33333333333333,4,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"158","baseReg",0.9064,1,1,1,1,1,0,3,0.61929288993739,3,0.957606292671665,4,0.747216530434842,2.16666666666667,1,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"159","baseControl",-0.0926,6,0.628882864565684,5,0,6,0.01,2,0,6,0.944572692794294,5,0.248475926226663,5,6,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"160","CPA",0.7088,5,0,6,0.0954426151276546,5,0,3,1,1,0,6,0.300707102521276,4.33333333333333,5,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"161","PRnet",0.7722,4,0.725516773974924,4,0.38678119780482,4,0.02,1,0.661748608143768,2,1,1,0.594374429987252,2.66666666666667,3,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"162","trainMean",0.8871,2,0.951553145826274,2,0.87854927225006,2,0,3,0.536326698378582,4,0.963712223620447,2,0.702873556679227,2.5,2,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"163","baseMLP",0.8573,3,0.863600228125054,3,0.72571183288024,3,0,3,0.668008000218436,4,0,6,0.519103343537288,3.66666666666667,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"164","baseReg",0.9341,1,0.987461763130152,2,0.975246816425812,2,0,3,0.974267215487112,2,0.00832513425508064,4,0.646566821549693,2.33333333333333,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"165","baseControl",0.0947,6,0.620171785078548,5,0.188868221490914,5,0.03,1,0,6,0.00445079420751404,5,0.156365133462829,4.66666666666667,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"166","CPA",0.7294,5,0,6,0,6,0,3,0.553267666011359,5,0.603814087142105,2,0.314413625525577,4.5,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"167","PRnet",0.8432,4,0.634083956932755,4,0.417513235083703,4,0.01,2,0.708263365552643,3,1,1,0.60217675959485,3,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"168","trainMean",0.8995,2,1,1,1,1,0,3,1,1,0.010291735448297,3,0.651631955908049,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"169","baseMLP",0.5936,3,0.867828204767927,4,0.722517578459955,4,0,2,0.177167587066065,5,0.993652681712293,4,0.559127675334373,3.66666666666667,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"170","baseReg",0.6044,2,1,1,1,1,0,2,1,1,1,1,0.7674,1.33333333333333,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"171","baseControl",-0.0089999999999999,6,0.996552854667229,2,0.989024181101012,2,0.04,1,0.960566928841041,2,0.998305906962608,3,0.662574978595315,2.66666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"172","CPA",0.4648,5,0,6,0,6,0,2,0,6,0,6,0.0774666666666667,5.16666666666667,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"173","PRnet",0.4969,4,0.638602407381387,5,0.406105299262562,5,0,2,0.235770997192317,3,0.897727364042069,5,0.445851011313056,4,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"174","trainMean",0.6324,1,0.871078638002904,3,0.726805007717373,3,0,2,0.19850411855488,4,0.998836388506511,2,0.571270692130278,2.5,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"175","baseMLP",0.497,2,0.824389393220109,4,0.598922533903028,4,0,2,0,6,0.989888556771546,4,0.485033413982447,3.66666666666667,4,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"176","baseReg",0.4927,3,0.841198639758954,3,0.639048857514397,3,0,2,0.0881404068744805,5,0.993179502174945,3,0.509044567720463,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"177","baseControl",0.021,6,1,1,1,1,0.04,1,1,1,0.99776410334359,2,0.676460683890598,2,2,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"178","CPA",0.4167,5,0,6,0,6,0,2,0.358855225788737,3,0,6,0.129259204298123,4.66666666666667,6,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"179","PRnet",0.4436,4,0.550965441739248,5,0.251532602637934,5,0,2,0.266210198460708,4,0.777393243664171,5,0.38161691441701,4.16666666666667,5,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"180","trainMean",0.5454,1,0.993896354282725,2,0.989596879063719,2,0,2,0.963688469029662,2,1,1,0.748763617062684,1.66666666666667,1,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"181","baseMLP",0.8592,3,0.847643208937957,3,0.699973139940908,3,0.02,2,0.665546404910521,4,0.99063449765445,4,0.680499541907306,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"182","baseReg",0.9309,1,1,1,1,1,0,4,1,1,1,1,0.821816666666667,1.5,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"183","baseControl",0.176,6,0.576628764089512,5,0.106768734891217,5,0.05,1,0,6,0.964804417892227,5,0.312366986145493,4.66666666666667,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"184","CPA",0.7699,5,0,6,0,6,0,4,0.677759322829859,3,0,6,0.241276553804976,5,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"185","PRnet",0.8319,4,0.584793243645258,4,0.296669352672576,4,0.02,2,0.626620069923925,5,0.995645907104133,3,0.559271428890982,3.66666666666667,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"186","trainMean",0.9012,2,0.973308432221598,2,0.948160085952189,2,0,4,0.937045418859292,2,0.996985012520839,2,0.792783158258986,2.33333333333333,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"187","baseMLP",0.7411,3,0.927210473313192,3,0.823803730738037,3,0.02,1,0.106215567366537,5,0,5,0.436388295236294,3.33333333333333,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"188","baseReg",0.7899,2,1,1,1,1,0,3,0.748476984776786,2,0.00011959758947111,4,0.589749430394376,2.16666666666667,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"189","baseControl",-0.2128,6,0.914209466263847,4,0.793998377939984,4,0.01,2,0,6,0,5,0.250901307367305,4.5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"190","CPA",0.4545,5,0,6,0,6,0,3,0.746069302396581,3,0.635625097096073,2,0.306032399915442,4.16666666666667,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"191","PRnet",0.6416,4,0.65178247734139,5,0.423560421735604,5,0,3,1,1,1,1,0.619490483179499,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"192","trainMean",0.8558,1,0.93281973816717,2,0.829886455798865,2,0,3,0.16261916986997,4,0.000164757140093452,3,0.463548353496016,2.5,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"193","baseMLP",0.4707,3,0.718737871964042,4,0.401767397822313,4,0,2,0,6,0.977204899458205,4,0.42806836154076,3.83333333333333,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"194","baseReg",0.5221,2,0.832080290982608,3,0.642575351112514,3,0,2,0.420425777606703,4,0.987168914036637,3,0.567391722289744,2.83333333333333,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"195","baseControl",0.1008,6,1,1,1,1,0.02,1,1,1,1,1,0.6868,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"196","CPA",0.3546,5,0,6,0,6,0,2,0.379745461185052,5,0,6,0.122390910197509,5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"197","PRnet",0.4451,4,0.596333835753676,5,0.347483036136973,5,0,2,0.474247560957555,3,0.836756454813354,5,0.44998681461026,4,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"198","trainMean",0.6122,1,0.865095625332816,2,0.710430803219189,2,0,2,0.528074279143905,2,0.992985714287392,2,0.61813107033055,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"199","baseMLP",0.8673,3,0.807897515892353,3,0.677574500188608,3,0.02,2,0.665652362797456,3,0.985838871990009,3,0.670710541811404,2.83333333333333,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"200","baseReg",0.9912,2,1,1,1,1,0,4,1,1,1,1,0.831866666666667,1.66666666666667,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"201","baseControl",0.1041,6,0.472360074820025,4,0.0238589211618256,5,0.03,1,0,6,0.954074542303618,4,0.264065589714245,4.33333333333333,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"202","CPA",0.6964,5,0,6,0,6,0,4,0.469701963192941,5,0,6,0.194350327198824,5.33333333333333,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"203","PRnet",0.8241,4,0.454414312435723,5,0.290645039607695,4,0.02,2,0.641093725422637,4,0.798140864782679,5,0.504732323708122,4,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"204","trainMean",0.9936,1,0.91159641360841,2,0.852602791399472,2,0,4,0.847097904978765,2,0.994466688536029,2,0.766560633087113,2.16666666666667,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"205","baseMLP",0.6023,3,0.841723265989488,3,0.67935175806685,3,0.01,2,0.262787193973634,5,0.991583029521577,3,0.564624207925258,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"206","baseReg",0.9542,2,1,1,1,1,0,3,1,1,1,1,0.8257,1.5,1,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"207","baseControl",-0.0742,6,0.783556134733717,4,0.561857907683403,4,0.02,1,0,6,0.980863723115196,4,0.378679627588719,4.16666666666667,4,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"208","CPA",0.3228,4,0,6,0,6,0,3,0.837426239799121,3,0,6,0.19337103996652,4.66666666666667,6,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"209","PRnet",0.2992,5,0.500858698747767,5,0.222399073940096,5,0,3,0.804453860640301,4,0.751359282224567,5,0.429711819258789,4.5,5,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"210","trainMean",0.9768,1,0.980478627462826,2,0.950224280133121,2,0,3,0.888487131198995,2,0.995164753524171,2,0.798525798719852,2,2,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"211","baseMLP",0.432,2,0.834893380234106,4,0.619094103865677,4,0,2,0.0128927344991312,5,0.991216684814509,4,0.481682817235571,3.5,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"212","baseReg",0.4353,1,0.968103499672092,2,0.92912924638813,2,0,2,0.801483573062711,2,1,1,0.689002719853822,1.66666666666667,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"213","baseControl",0.00990000000000002,6,1,1,1,1,0.04,1,1,1,0.999000900184185,2,0.674816816697364,2,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"214","CPA",0.3805,4,0,6,0,6,0,2,0.366252440393818,4,0,6,0.124458740065636,4.66666666666667,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"215","PRnet",0.3642,5,0.571305073630239,5,0.217102694260055,5,0,2,0,6,0.825326079001661,5,0.329655641148659,4.66666666666667,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"216","trainMean",0.386,3,0.908146028339196,3,0.792659117532214,3,0,2,0.450043565980328,3,0.993564405894122,3,0.588402186290977,2.83333333333333,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"217","baseMLP",0.6935,3,0.937690325603186,3,0.819591527987897,3,0,2,0.300986707340901,5,0.997675804498159,3,0.624907394238357,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"218","baseReg",0.7648,2,0.975073374395436,2,0.936081694402421,2,0,2,0.350831027549651,4,1,1,0.671131016057918,2.16666666666667,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"219","baseControl",-0.0931999999999999,6,0.70866575723754,5,0.10249621785174,5,0.01,1,0,6,0.980284117189392,4,0.284707682046445,4.5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"220","CPA",0.4973,5,0,6,0,6,0,2,0.994232914615622,2,0,6,0.248588819102604,4.5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"221","PRnet",0.6196,4,0.75295219985394,4,0.540468986384266,4,0,2,1,1,0.813892569769548,5,0.621152292667959,3.33333333333333,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"222","trainMean",0.8658,1,1,1,1,1,0,2,0.378284559968234,3,0.999189907922948,2,0.707212411315197,1.66666666666667,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"223","baseMLP",0.872,3,0.721009490068768,3,0.533895418157043,3,0,3,0.528711770279518,4,0.00740670413046074,5,0.443837230439298,3.5,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"224","baseReg",0.9965,1,1,1,1,1,0,3,1,1,0.00918898156312464,4,0.667614830260521,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"225","baseControl",-0.0133000000000001,6,0.443662398717595,5,0,6,0.01,1,0,6,0,6,0.0733937331195991,5,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"226","CPA",0.728,5,0,6,0.0430080054505195,5,0,3,0.506488689003527,5,0.698914199062657,2,0.329401815586117,4.33333333333333,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"227","PRnet",0.7975,4,0.448134652558412,4,0.328649293135752,4,0.01,1,0.686086125440859,3,1,1,0.545061678522504,2.83333333333333,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"228","trainMean",0.992,2,0.928935617056529,2,0.886816555952989,2,0,3,0.883402642522503,2,0.00928157773582572,3,0.616739398877975,2.33333333333333,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"229","baseMLP",0.4811,2,0.861932224646065,4,0.71890243902439,4,0.05,2,0.249282396534628,4,0.993977100850976,4,0.559199026842677,3.33333333333333,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"230","baseReg",0.5379,1,0.964089837229636,2,0.930945121951219,2,0,3,0.825389369776406,2,1,1,0.709720721492877,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"231","baseControl",0.0441,6,1,1,1,1,0.07,1,1,1,0.998541297959225,2,0.685440216326538,2,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"232","CPA",0.3927,5,0,6,0,6,0,3,0,6,0,6,0.06545,5.33333333333333,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"233","PRnet",0.4709,3,0.555583032315614,5,0.298628048780488,5,0,3,0.108546377686819,5,0.805540614614859,5,0.37319967889963,4.33333333333333,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"234","trainMean",0.41,4,0.949852950268046,3,0.900762195121951,3,0,3,0.739754113638567,3,0.99759797603912,3,0.666327872511281,3.16666666666667,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"235","baseMLP",0.8144,3,0.858239867754616,2,0.702618657937807,2,0.19,1,0.600958847240636,4,2.22044604925031e-15,5,0.527702895488843,2.83333333333333,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"236","baseReg",0.9618,1,1,1,1,1,0,5,0.863049562760301,2,0.00807649465183224,3,0.638821009568689,2.16666666666667,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"237","baseControl",0.0329,6,0.553277782583206,5,0,6,0.02,2,0,6,0,6,0.101029630430534,5.16666666666667,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"238","CPA",0.7209,5,0,6,0.103600654664485,5,0,5,1,1,0.59904219520649,2,0.403923808311829,4,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"239","PRnet",0.853,2,0.722870955030803,4,0.496563011456629,4,0.02,2,0.862473718747071,3,1,1,0.659151280872417,2.66666666666667,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"240","trainMean",0.7691,4,0.848571346192659,3,0.679705400981997,3,0.01,4,0.585124476048906,5,0.00352909401781243,4,0.482671719540229,3.83333333333333,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"241","baseMLP",0.4867,3,0.739786796692003,4,0.427275960170697,4,0,2,0,6,0.986359844716351,4,0.440020433596508,3.83333333333333,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"242","baseReg",0.537,1,0.884516468282423,3,0.754445234708393,3,0,2,0.575841725623949,3,0.992424921891171,3,0.624038058417656,2.5,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"243","baseControl",0.1006,6,1,1,1,1,0.01,1,1,1,1,1,0.6851,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"244","CPA",0.3547,5,0,6,0,6,0,2,0.39224356463024,4,0,6,0.12449059410504,4.83333333333333,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"245","PRnet",0.4189,4,0.633032171709929,5,0.297830725462304,5,0,2,0.129297928237273,5,0.922475454129644,5,0.400256046589858,4.33333333333333,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"246","trainMean",0.5087,2,0.908781490511019,2,0.808677098150782,2,0,2,0.673838522342313,2,0.993985515047091,2,0.648997104341868,2,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"247","baseMLP",0.5915,3,0.818691376965724,4,0.632477363811786,4,0,2,0.0575965952058525,5,0.990699617194628,4,0.515160825529665,3.66666666666667,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"248","baseReg",0.6137,2,0.966865999511838,2,0.939438919400327,2,0,2,0.8397741861733,2,1,1,0.726629850847577,1.83333333333333,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"249","baseControl",0.00939999999999996,6,1,1,1,1,0.02,1,1,1,0.997725954045667,2,0.671187659007611,2,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"250","CPA",0.4595,5,0,6,0,6,0,2,0,6,0,6,0.0765833333333333,5.16666666666667,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"251","PRnet",0.5114,4,0.601511558980439,5,0.386967492949384,5,0,2,0.283734018044002,4,0.824684258862132,5,0.434716221472659,4.16666666666667,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
