"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"146","baseReg",0.9867,1,0.999419297952588,2,0.999240410178504,2,0.985604978023821,2,0.992741171538728,1.75,2,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"147","baseControl",-0.00839999999999996,6,0.911987710091786,4,0.846183061146981,4,0.900368145892974,4,0.662534729282935,4.5,4,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"148","CPA",0.2001,5,0,6,0,6,0.137464751176238,5,0.0843911877940596,5.5,6,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"149","PRnet",0.3411,4,0.823899676438257,5,0.677174325864033,5,0,6,0.460543500575573,5,5,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"150","trainMean",0.964,2,1,1,1,1,1,1,0.991,1.25,1,"sciplex3_comb","A549_CHEMBL483254+46245047_3.0+3.0_2"
"151","baseMLP",0.5594,3,0.87585118459792,4,0.792275574112735,4,0.0410862236600408,5,0.567153245592674,4,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"152","baseReg",0.9846,1,1,1,1,1,0.991557781050014,2,0.994039445262503,1.25,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"153","baseControl",-0.0254000000000001,6,0.897968601463788,3,0.830201809324983,3,0.870660961415131,3,0.643357843050975,3.75,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"154","CPA",0.1718,5,0,6,0,6,0.233284437221292,4,0.101271109305323,5.25,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"155","PRnet",0.226,4,0.697488670869136,5,0.47981906750174,5,0,6,0.350826934592719,5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"156","trainMean",0.9643,2,0.988466898633121,2,0.981210855949896,2,1,1,0.983494438645754,1.75,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_2"
"157","baseMLP",0.5486,3,0.872249565517687,4,0.678913738019169,4,0.655565643723667,4,0.688832236815131,3.75,4,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"158","baseReg",0.777,1,0.961925591920735,2,0.905750798722045,2,0.933689929268768,3,0.894591579977887,2,2,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"159","baseControl",0.0179,6,0.961563406341336,3,0.904952076677316,3,0.996870301804836,2,0.720321446205872,3.5,3,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"160","CPA",0.2666,5,0,6,0,6,0.526451410055282,5,0.19826285251382,5.5,6,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"161","PRnet",0.3905,4,0.815246047544578,5,0.619808306709265,5,0,6,0.456388588563461,5,5,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"162","trainMean",0.7728,2,1,1,1,1,1,1,0.9432,1.25,1,"sciplex3_comb","A549_CHEMBL356066_3.0_2"
"163","baseMLP",0.496,3,0.887784137908216,4,0.792985457656116,4,0.293990590949762,5,0.617690046628524,4,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"164","baseReg",0.896,1,1,1,1,1,0.950398690427151,3,0.961599672606788,1.5,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"165","baseControl",0.0333,6,0.956121993183999,3,0.920444824636441,3,0.984792935607033,2,0.723664938356868,3.5,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"166","CPA",0.1895,5,0,6,0,6,0.300514764309799,4,0.12250369107745,5.25,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"167","PRnet",0.3411,4,0.867747659067598,5,0.748930710008554,5,0,6,0.489444592269038,5,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"168","trainMean",0.784,2,0.99434412533501,2,0.989307100085543,2,1,1,0.941912806355138,1.75,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_2"
"169","baseMLP",0.1824,3,0.928335612720143,4,0.853671706263499,4,0.884562184737927,4,0.712242375930392,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"170","baseReg",0.3921,1,0.987253296179717,2,0.974082073434125,2,0.953537517360025,2,0.826743221743467,1.75,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"171","baseControl",-0.0321,6,1,1,1,1,1,1,0.741975,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"172","CPA",0.0629999999999999,5,0,6,0,6,0.197577371034344,5,0.065144342758586,5.5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"173","PRnet",0.0779,4,0.811784002665368,5,0.590172786177106,5,0,6,0.369964197210619,5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"174","trainMean",0.3916,2,0.941096295744031,3,0.879589632829374,3,0.947745077433187,3,0.790007751501648,2.75,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL491473_3.0+3.0_2"
"175","baseMLP",0.1485,3,0.8475503480525,4,0.636170212765957,4,0.620213611057191,4,0.563108542968912,3.75,4,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"176","baseReg",0.3057,2,0.902561241298688,3,0.769503546099291,3,0.835241526723989,3,0.703251578530492,2.75,3,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"177","baseControl",0.0132,4,1,1,1,1,1,1,0.7533,1.75,1,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"178","CPA",-0.00819999999999999,5,0,6,0,6,0.340746848388694,5,0.0831367120971734,5.5,5,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"179","PRnet",-0.0266,6,0.75304213826452,5,0.382978723404255,5,0,6,0.277355215417194,5.5,5,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"180","trainMean",0.3634,1,0.990100430416069,2,0.977304964539007,2,0.98684045465178,2,0.829411462401714,1.75,1,"sciplex3_comb","A549_CHEMBL1213492_3.0_2"
"181","baseMLP",0.5698,3,0.923638513402555,4,0.846743295019157,4,0.855912417394317,4,0.799023556454007,3.75,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"182","baseReg",0.8812,1,1,1,1,1,0.979087648434454,3,0.965071912108613,1.5,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"183","baseControl",0.054,6,0.933766087523636,3,0.866995073891626,3,0.98912549905771,2,0.710971665118243,3.5,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"184","CPA",0.2017,5,0,6,0,6,0.354724036927107,5,0.139106009231777,5.5,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"185","PRnet",0.3082,4,0.826228939009342,5,0.646414887794198,5,0,6,0.445210956700885,5,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"186","trainMean",0.7926,2,0.983740047201017,2,0.967706622879037,2,1,1,0.936011667520014,1.75,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_2"
"187","baseMLP",0.2769,3,0.92160716160634,4,0.844317592112091,4,0.892815543523496,4,0.733910074310482,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"188","baseReg",0.4807,2,0.979608047220586,2,0.96004151530877,2,0.934064235364934,3,0.838603449473573,2.25,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"189","baseControl",-0.0820000000000001,6,1,1,1,1,1,1,0.7295,2.25,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"190","CPA",-0.00419999999999998,4,0,6,0,6,0.217181161307067,5,0.0532452903267668,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"191","PRnet",-0.00760000000000005,5,0.797000324116554,5,0.570835495588998,5,0,6,0.340058954926388,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"192","trainMean",0.577,1,0.968085931972044,3,0.93720809548521,3,0.936316877135681,2,0.854652726148234,2.25,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL109480_3.0+3.0_2"
"193","baseMLP",0.0393,3,0.838435873309105,4,0.686165273909007,4,0.430511825225469,4,0.498603243110895,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"194","baseReg",0.3277,2,0.911469168947091,3,0.83008356545961,3,0.829050773589877,3,0.724575876999145,2.75,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"195","baseControl",-0.0183,5,1,1,1,1,1,1,0.745425,2,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"196","CPA",-0.0117,4,0,6,0,6,0.163645098035331,5,0.0379862745088329,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"197","PRnet",-0.0299,6,0.821846323840436,5,0.639275766016713,5,0,6,0.357805522464287,5.5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"198","trainMean",0.3905,1,0.948161704405176,2,0.900649953574745,2,0.946365989993056,2,0.796419411993244,1.75,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_2"
"199","baseMLP",0.6863,3,0.925181949278335,3,0.862516793551276,3,0.875514176125768,4,0.837378229738845,3.25,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"200","baseReg",0.9805,1,1,1,1,1,1,1,0.995125,1,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"201","baseControl",0.0275,6,0.9047308926827,4,0.823107926556202,4,0.94739665776306,2,0.675683869250491,4,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"202","CPA",0.1877,5,0,6,0,6,0.420518422540533,5,0.152054605635133,5.5,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"203","PRnet",0.2642,4,0.736483314796568,5,0.490819525302284,5,0,6,0.372875710024713,5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"204","trainMean",0.9729,2,0.982056692900066,2,0.96730855351545,2,0.921655178838969,3,0.960980106313621,2.25,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL257991_3.0+3.0_2"
"205","baseMLP",0.3379,3,0.928523039806996,4,0.879395085066163,4,0.909088325531937,4,0.763726612601274,3.75,4,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"206","baseReg",0.8381,2,1,1,1,1,0.97556733037834,3,0.953416832594585,1.75,1,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"207","baseControl",-0.0218,6,0.975532931242461,3,0.959546313799622,3,1,1,0.728319811260521,3.25,3,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"208","CPA",0.0182,4,0,6,0,6,0.0663788291677805,5,0.0211447072919451,5.25,5,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"209","PRnet",-0.00219999999999998,5,0.785030639324487,5,0.61398865784499,5,0,6,0.349204824292369,5.25,5,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"210","trainMean",0.8996,1,0.987850422195416,2,0.979206049149338,2,0.980516775994337,2,0.961793311834773,1.75,1,"sciplex3_comb","A549_CHEMBL383824+CHEMBL2354444_3.0+3.0_2"
"211","baseMLP",0.1042,3,0.921859914461584,4,0.849406175771972,4,0.826591419289333,4,0.675514377380722,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"212","baseReg",0.3284,1,0.9761339956226,2,0.954394299287411,2,0.924617337102543,3,0.795886408003138,2,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"213","baseControl",-0.0134000000000001,5,1,1,1,1,1,1,0.74665,2,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"214","CPA",0.00600000000000001,4,0,6,0,6,0.154885552551001,5,0.0402213881377503,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"215","PRnet",-0.0291999999999999,6,0.818741999886415,5,0.628978622327791,5,0,6,0.354630155553551,5.5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"216","trainMean",0.2995,2,0.939397910905493,3,0.883610451306413,3,0.945044136696396,2,0.766888124727075,2.5,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL4297436_3.0+3.0_2"
"217","baseMLP",0.2874,3,0.914727366111435,4,0.835321100917431,4,0.888277639818721,3,0.731431526711897,3.5,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"218","baseReg",0.3751,2,0.949098598631942,3,0.902752293577982,3,0.852684168692945,4,0.769908765225717,3,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"219","baseControl",-0.0197000000000001,6,1,1,1,1,1,1,0.745075,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"220","CPA",0.146,5,0,6,0,6,0.133808489724753,5,0.0699521224311882,5.5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"221","PRnet",0.2041,4,0.839093032701453,5,0.672935779816514,5,0,6,0.429032203129492,5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"222","trainMean",0.5725,1,0.977136704840211,2,0.956880733944954,2,0.952028179708668,2,0.864636404623458,1.75,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1200485_3.0+3.0_2"
"223","baseMLP",0.5853,3,0.882056479934646,4,0.772811918063315,4,0.478994181860895,4,0.679790644964714,3.75,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"224","baseReg",0.988,1,1,1,1,1,0.996646641641351,2,0.996161660410338,1.25,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"225","baseControl",-9.9999999999989e-05,6,0.896670290223097,3,0.802141527001862,3,0.95082914049806,3,0.662385239430755,3.75,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"226","CPA",0.2359,5,0,6,0,6,0.263446142086268,5,0.124836535521567,5.5,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"227","PRnet",0.2721,4,0.653614659627026,5,0.31610800744879,5,0,6,0.310455666768954,5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"228","trainMean",0.9712,2,0.982583156297748,2,0.966945996275605,2,1,1,0.980182288143338,1.75,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL116438_3.0+3.0_2"
"229","baseMLP",0.2098,3,0.937767856382118,4,0.883657763693979,4,0.944755128735253,3,0.743995187202837,3.5,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"230","baseReg",0.3445,1,0.975395554116575,2,0.954730647351743,2,0.920018955407229,4,0.798661289218887,2.25,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"231","baseControl",0.0374,6,1,1,1,1,1,1,0.75935,2.25,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"232","CPA",0.0758,5,0,6,0,6,0.104443964277953,5,0.0450609910694883,5.5,6,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"233","PRnet",0.108,4,0.826906200209599,5,0.654142145767316,5,0,6,0.397262086494229,5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"234","trainMean",0.3213,2,0.971710531921238,3,0.947487550928022,3,0.95581764396303,2,0.799078931703073,2.5,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL1421_3.0+3.0_2"
"235","baseMLP",0.6009,3,0.948440425531915,3,0.904568068747173,3,0.975642741817791,4,0.85738780902422,3.25,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"236","baseReg",0.9032,1,1,1,1,1,1,1,0.9758,1,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"237","baseControl",0.0246,6,0.946187234042553,4,0.899592944369064,4,0.986426730359567,3,0.714201727192796,4.25,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"238","CPA",0.226,5,0,6,0,6,0.302370589938071,5,0.132092647484518,5.5,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"239","PRnet",0.4509,4,0.8625,5,0.777476255088195,5,0,6,0.522719063772049,5,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"240","trainMean",0.6354,2,0.971623404255319,2,0.947535052012664,2,0.993758868020101,2,0.887079331072021,2,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL1421_3.0+3.0_2"
"241","baseMLP",0.0256,4,0.866419667463635,4,0.755463917525773,4,0.498412236306528,4,0.536473955323984,4,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"242","baseReg",0.3187,2,0.938106217768936,3,0.889072164948454,3,0.868347912451213,3,0.753556573792151,2.75,3,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"243","baseControl",0.0285,3,1,1,1,1,1,1,0.757125,1.5,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"244","CPA",-0.000199999999999978,5,0,6,0,6,0.128628136601566,5,0.0321070341503916,5.5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"245","PRnet",-0.0282,6,0.850161928459459,5,0.721237113402062,5,0,6,0.38579976046538,5.5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"246","trainMean",0.3359,1,0.944597551503795,2,0.901030927835052,2,0.917726768199212,2,0.774813811884515,1.75,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL116438_3.0+3.0_2"
"247","baseMLP",0.1014,3,0.905968627234817,4,0.822869955156951,4,0.854354894121361,4,0.671148369128282,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"248","baseReg",0.3692,2,0.972371274775644,2,0.94932735426009,2,0.906130417298041,3,0.799257261583444,2.25,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"249","baseControl",-0.0028999999999999,6,1,1,1,1,1,1,0.749275,2.25,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"250","CPA",0.01,4,0,6,0,6,0.135975371733113,5,0.0364938429332783,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"251","PRnet",0.00339999999999996,5,0.822787762119898,5,0.647533632286996,5,0,6,0.368430348601723,5.25,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"252","trainMean",0.4353,1,0.949807391828834,3,0.907174887892377,3,0.937473648964482,2,0.807438982171423,2.25,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL601719_3.0+3.0_2"
"253","baseMLP",0.212,3,0.95467458422932,4,0.921838177533386,4,0.95823683191169,4,0.761687398418599,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"254","baseReg",0.6556,2,0.994647753950561,2,0.99057344854674,2,0.981230576924712,3,0.905512944855503,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"255","baseControl",-0.0152000000000001,4,1,1,1,1,1,1,0.7462,1.75,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"256","CPA",-0.0528,5,0,6,0,6,0.104560859330659,5,0.0129402148326647,5.5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"257","PRnet",-0.1207,6,0.826490954644992,5,0.677533385703064,5,0,6,0.345831085087014,5.5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"258","trainMean",0.7522,1,0.990240486101521,3,0.982325216025137,3,0.983679234344555,2,0.927111234117803,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL257991_3.0+3.0_3"
"259","baseMLP",0.6816,3,0.948609347112108,3,0.914720452937013,3,0.877554488222191,3,0.855621072067828,3,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"260","baseReg",0.9326,2,0.973229488965603,2,0.956121726822364,2,0.947073020571689,2,0.952256059089914,2,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"261","baseControl",-0.00299999999999989,6,0.90748376965499,4,0.844656758669498,4,0.870357068241415,4,0.654874399141475,4.5,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"262","CPA",0.1718,5,0,6,0,6,0.233298824949253,5,0.101274706237313,5.5,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"263","PRnet",0.226,4,0.704718689561664,5,0.487968860580326,5,0,6,0.354671887535497,5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"264","trainMean",0.9701,1,1,1,1,1,1,1,0.992525,1,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL2170177_3.0+3.0_3"
"265","baseMLP",0.6786,3,0.961471449406054,3,0.906885758998435,3,0.988339758579348,3,0.883824241745959,3,3,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"266","baseReg",0.8251,2,0.99529073845229,2,0.989045383411581,2,0.986726003292631,4,0.949040531289125,2.5,2,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"267","baseControl",0.0162,6,0.953216325440032,4,0.886541471048513,4,0.997415157391774,2,0.71334323847008,4,4,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"268","CPA",0.2666,5,0,6,0,6,0.526737713371458,5,0.198334428342864,5.5,6,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"269","PRnet",0.3905,4,0.808164389966935,5,0.607198748043818,5,0,6,0.451465784502688,5,5,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"270","trainMean",0.8552,1,1,1,1,1,1,1,0.9638,1,1,"sciplex3_comb","A549_CHEMBL356066_3.0_3"
"271","baseMLP",0.4537,3,0.964675197114422,3,0.936487638533674,3,0.987836273025347,3,0.835674777168361,3,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"272","baseReg",0.7635,2,0.984988145277611,2,0.973145780051151,2,0.999859818249612,2,0.930373435894593,2,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"273","baseControl",0.0104,6,0.953689201988374,4,0.916879795396419,4,0.984897190079656,4,0.716466546866112,4.5,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"274","CPA",0.1895,5,0,6,0,6,0.300543407460779,5,0.122510851865195,5.5,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"275","PRnet",0.3411,4,0.865869335991102,5,0.746376811594203,5,0,6,0.488336536896326,5,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"276","trainMean",0.846,1,1,1,1,1,1,1,0.9615,1,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL2170177_3.0+3.0_3"
"277","baseMLP",0.6558,3,0.947203964332261,3,0.894535519125683,3,0.941905325124408,4,0.859861202145588,3.25,3,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"278","baseReg",0.9114,1,1,1,1,1,1,1,0.97785,1,1,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"279","baseControl",0.00380000000000003,6,0.932539310461224,4,0.86448087431694,4,0.987507844945352,3,0.697082007430879,4.25,4,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"280","CPA",0.2017,5,0,6,0,6,0.354107312336979,5,0.138951828084245,5.5,6,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"281","PRnet",0.3082,4,0.825566567589615,5,0.645355191256831,5,0,6,0.444780439711611,5,5,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"282","trainMean",0.8553,2,0.99299584626492,2,0.985792349726776,2,0.998322830673427,2,0.958102756666281,2,2,"sciplex3_comb","A549_CHEMBL356066+CHEMBL402548_3.0+3.0_3"
"283","baseMLP",0.7022,3,0.920284628573313,3,0.854955338153977,3,0.61322189955208,5,0.772665466569842,3.5,3,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"284","baseReg",0.9767,1,1,1,1,1,0.989150024470729,2,0.991462506117682,1.25,1,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"285","baseControl",0.017,6,0.896060700979261,4,0.809017439387495,4,0.845983035547963,3,0.64201529397868,4.25,4,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"286","CPA",0.2144,5,0,6,0,6,0,6,0.0536,5.75,6,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"287","PRnet",0.612363636363636,4,0.673788278491271,5,0.716094691133212,5,0.634370128304895,4,0.659154183573254,4.5,5,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"288","trainMean",0.9614,2,0.985212173167595,2,0.973202892386219,2,1,1,0.979953766388453,1.75,2,"sciplex3_comb","A549_CHEMBL483254+CHEMBL1421_3.0+3.0_3"
"289","baseMLP",0.0587,3,0.924773543039174,4,0.859051128512206,4,0.949460764105539,4,0.69799635891423,3.75,4,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
"290","baseReg",0.6392,2,1,1,1,1,0.992539742117419,2,0.907934935529355,1.5,1,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
"291","baseControl",-0.0108999999999999,4,0.995377421107915,2,0.992169507139567,2,1,1,0.744161732061871,2.25,2,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
"292","CPA",-0.0117,5,0,6,0,6,0.163624269094452,5,0.037981067273613,5.5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
"293","PRnet",-0.0299,6,0.818003140432314,5,0.634269921695071,5,0,6,0.355593265531846,5.5,5,"sciplex3_comb","A549_CHEMBL1213492+CHEMBL460499_3.0+3.0_3"
