"","method","cor","Rank_pcc","edistance_score","Rank_edistance","mse_score","Rank_mse","DEG_score","Rank_deg","was_score","Rank_was","sym_score","Rank_sym","ac_score","ac_rank","Rank","DataSet","op"
"699","GenePert",0.6572,9,0.761683956826994,6,0.764119601328904,10,0,3,0.52196519363295,13,0.994636971289078,7,0.616600953846321,8,9,"Norman","COL2A1+KLF1_1"
"700","linearModel",0.8374,1,1,1,1,1,0,3,0.681973272984343,6,1,1,0.753228878830724,2.16666666666667,1,"Norman","COL2A1+KLF1_1"
"701","scELMo",0.5401,10,0.757623388871424,7,0.764784053156146,9,0,3,0.529212719331586,12,0.0444355465144542,14,0.439359284645602,9.16666666666667,13,"Norman","COL2A1+KLF1_1"
"702","scFoundation",0.5121,11,0.190794299486535,13,0.740531561461794,13,0,3,0.814487667043848,4,0.90963209872315,10,0.527924271119221,9,12,"Norman","COL2A1+KLF1_1"
"703","scGPT",0.793,5,0.169076810227392,14,0.917940199335548,5,0,3,0.944374100031926,2,0.6899396631748,13,0.585721795461611,7,6,"Norman","COL2A1+KLF1_1"
"704","scouter",0.8343,3,0.386723252645918,12,0.994019933554817,3,0,3,1,1,0.880932427140747,11,0.68266260222358,5.5,5,"Norman","COL2A1+KLF1_1"
"705","trainMean",0.8349,2,0.998270983967306,2,0.999003322259136,2,0,3,0.685467809648744,5,0.999070435794682,2,0.752785425278311,2.66666666666667,2,"Norman","COL2A1+KLF1_1"
"706","AttentionPert",0.6038,1,1,1,1,1,0,3,0.719528730400085,5,1,1,0.720554788400014,2,1,"Norman","DLX2_1"
"707","baseMLP",0.0348000000000001,14,0.0702468212415857,14,0,15,0.22,1,0,15,0.919538959779485,11,0.207430963503512,11.6666666666667,15,"Norman","DLX2_1"
"708","baseReg",0.0838,13,0.758324607329843,10,0.762489762489763,14,0,3,0.476453468664349,14,0.987679481006229,8,0.511457886581697,10.3333333333333,14,"Norman","DLX2_1"
"709","biolord",0.0286999999999999,15,0.829708302169035,9,0.828828828828829,13,0,3,0.521585329239828,13,0.987908295536107,6,0.532788459295633,9.83333333333333,12,"Norman","DLX2_1"
"710","baseControl",0.3274,10,0.915422587883321,8,0.8996723996724,10,0.01,2,0.560099948669772,12,0.987855956261124,7,0.616741815414436,8.16666666666667,9,"Norman","DLX2_1"
"711","CPA",0.3329,9,0.628930441286462,11,0.951269451269451,7,0,3,0.996886289018237,2,0.502165501741617,14,0.568691947219295,7.66666666666667,8,"Norman","DLX2_1"
"712","GEARS",0.3764,8,0.941361256544503,6,0.943488943488944,8,0,3,0.679864023321356,8,0.990421312691873,5,0.655255922674446,6.33333333333333,7,"Norman","DLX2_1"
"713","GeneCompass",0.4818,4,0.974540014958863,4,0.973382473382473,4,0,3,0.693021026023457,7,0.992633962376104,3,0.685896246123483,4.16666666666667,2,"Norman","DLX2_1"
"714","GenePert",0.4366,6,0.96170531039641,5,0.962325962325962,6,0,3,0.597077082506077,10,0.991873787743447,4,0.658263690495316,5.66666666666667,5,"Norman","DLX2_1"
"715","linearModel",0.4731,5,0.975587135377711,3,0.972153972153972,5,0,3,0.610815182125459,9,0.993145736755877,2,0.670800337735503,4.5,4,"Norman","DLX2_1"
"716","scELMo",0.5761,2,0.997157816005984,2,0.994266994266994,2,0,3,0.712754108839453,6,0.973220204197969,10,0.708916520551733,4.16666666666667,2,"Norman","DLX2_1"
"717","scFoundation",0.4069,7,0.282064323111443,13,0.87018837018837,12,0,3,0.909225397809265,4,0.658726047489288,12,0.521184023099728,8.5,11,"Norman","DLX2_1"
"718","scGPT",0.2407,12,0,15,0.890663390663391,11,0,3,0.935759735794602,3,0,15,0.344520521076332,9.83333333333333,12,"Norman","DLX2_1"
"719","scouter",0.551,3,0.303694839192221,12,0.99017199017199,3,0,3,1,1,0.529320413818458,13,0.562364540530445,5.83333333333333,6,"Norman","DLX2_1"
"720","trainMean",0.2805,11,0.940553477935677,7,0.934070434070434,9,0,3,0.581924980387979,11,0.987548927155175,9,0.620766303258211,8.33333333333333,10,"Norman","DLX2_1"
"721","AttentionPert",0.5569,6,0.933130955392529,6,0.84056399132321,7,0,2,0.515606480602189,7,0.027623364228135,13,0.478970798591011,6.83333333333333,9,"Norman","DLX2+SNAI1_1"
"722","baseMLP",0.2037,14,0.482277876155944,12,0,15,0.18,1,0,15,0.117531190805427,5,0.163918177826895,10.3333333333333,14,"Norman","DLX2+SNAI1_1"
"723","baseReg",0.3262,13,0.805857717064395,9,0.612798264642082,12,0,2,0.30320784519256,12,0.0866464245627092,9,0.355785041910291,9.5,12,"Norman","DLX2+SNAI1_1"
"724","biolord",0.3946,12,0.708828737667594,11,0.524403470715835,13,0,2,0.24073624410685,13,0.0816413534544518,11,0.325034967657455,10.3333333333333,14,"Norman","DLX2+SNAI1_1"
"725","baseControl",-0.0943000000000001,15,0.71619304606909,10,0.343817787418655,14,0,2,0.164176377392421,14,0.127599090782773,4,0.209581050277156,9.83333333333333,13,"Norman","DLX2+SNAI1_1"
"726","CPA",0.8375,1,0.845040335047924,8,1,1,0,2,1,1,0.977245305316768,2,0.776630940060782,2.5,1,"Norman","DLX2+SNAI1_1"
"727","GEARS",0.5557,7,0.924558000955674,7,0.856832971800434,6,0,2,0.514166400207718,8,0.0197861830144216,14,0.478507259329708,7.33333333333333,10,"Norman","DLX2+SNAI1_1"
"728","GeneCompass",0.5969,4,0.962279000477837,3,0.905097613882863,3,0,2,0.545833744040736,6,0,15,0.501685059733573,5.5,4,"Norman","DLX2+SNAI1_1"
"729","GenePert",0.607,3,0.953874694324985,5,0.835140997830803,9,0,2,0.394098795765827,11,0.109413162012681,6,0.483254608322383,6,5,"Norman","DLX2+SNAI1_1"
"730","linearModel",0.5515,9,0.958512522135087,4,0.873644251626898,5,0,2,0.408975619607212,10,0.0938533845663513,8,0.481080962989258,6.33333333333333,6,"Norman","DLX2+SNAI1_1"
"731","scELMo",0.6506,2,1,1,0.979934924078091,2,0,2,0.576892840228009,5,0.0583496631237219,12,0.54429623790497,4,2,"Norman","DLX2+SNAI1_1"
"732","scFoundation",0.5039,11,0.186693650392107,13,0.734815618221258,11,0,2,0.700722925166307,4,0.0828560404641843,10,0.368164705707309,8.5,11,"Norman","DLX2+SNAI1_1"
"733","scGPT",0.5536,8,0,15,0.781995661605206,10,0,2,0.733012941490423,3,1,1,0.511434767182605,6.5,7,"Norman","DLX2+SNAI1_1"
"734","scouter",0.5285,10,0.175253675127189,14,0.836767895878525,8,0,2,0.77795354718968,2,0.801419019820256,3,0.519982356335942,6.5,7,"Norman","DLX2+SNAI1_1"
"735","trainMean",0.5767,5,0.970795738820024,2,0.900759219088937,4,0,2,0.417729096595977,9,0.103013747480097,7,0.494832966997506,4.83333333333333,3,"Norman","DLX2+SNAI1_1"
"736","AttentionPert",0.7204,11,0.683613725635515,9,0.617253192151978,12,0,2,0.490384981302739,12,0.149079250855599,11,0.443455191657638,9.5,12,"Norman","DLX2+ZBTB10_1"
"737","baseMLP",0.5524,14,0.535388720077077,11,0.398941139831828,14,0.19,1,0.263912784840297,14,0.196303798870837,4,0.35615774060334,9.66666666666667,14,"Norman","DLX2+ZBTB10_1"
"738","baseReg",0.8274,7,0.784826700264335,7,0.718156337589536,10,0,2,0.494659213132748,11,0.164864222645102,7,0.498317745605287,7.33333333333333,8,"Norman","DLX2+ZBTB10_1"
"739","biolord",0.8671,6,0.963215494453914,3,0.963874182497664,3,0,2,0.658730428965432,7,0.153938260617921,10,0.601143061089155,5.16666666666667,5,"Norman","DLX2+ZBTB10_1"
"740","baseControl",-0.1039,15,0.262012401492132,12,0,15,0,2,0,15,0.175970196709023,5,0.0556804330335258,10.6666666666667,15,"Norman","DLX2+ZBTB10_1"
"741","CPA",0.8769,4,0.700363151263618,8,0.864216754905014,5,0,2,1,1,0.914543917450059,2,0.726003970603115,3.66666666666667,2,"Norman","DLX2+ZBTB10_1"
"742","GEARS",0.7911,9,0.862471899009363,5,0.842105263157895,7,0,2,0.624979219702326,9,0,15,0.520109396978264,7.83333333333333,9,"Norman","DLX2+ZBTB10_1"
"743","GeneCompass",0.7693,10,0.812421255465797,6,0.782622236063532,8,0,2,0.586278794482355,10,0.0363126609147498,14,0.497822491154406,8.33333333333333,10,"Norman","DLX2+ZBTB10_1"
"744","GenePert",0.6437,13,0.573334321500037,10,0.434755527872937,13,0,2,0.296670545655566,13,0.174597317210022,6,0.35384295203976,9.5,12,"Norman","DLX2+ZBTB10_1"
"745","linearModel",0.8975,1,1,1,1,1,0,2,0.676107765121547,5,0.16012827651945,9,0.6222893402735,3.16666666666667,1,"Norman","DLX2+ZBTB10_1"
"746","scELMo",0.8047,8,0.863163615701969,4,0.852693864839614,6,0,2,0.644327429392054,8,0.0364252712792936,13,0.533551696868822,6.83333333333333,7,"Norman","DLX2+ZBTB10_1"
"747","scFoundation",0.6811,12,0.132340225796092,14,0.671130488944254,11,0,2,0.733926064201606,4,0.073918430950908,12,0.38206920164881,9.16666666666667,11,"Norman","DLX2+ZBTB10_1"
"748","scGPT",0.873,5,0,15,0.766116474618499,9,0,2,0.802606199839366,3,1,1,0.573620445742977,5.83333333333333,6,"Norman","DLX2+ZBTB10_1"
"749","scouter",0.8856,3,0.25645396378369,13,0.89504827156649,4,0,2,0.906742029879564,2,0.843279375793395,3,0.631187273503857,4.5,4,"Norman","DLX2+ZBTB10_1"
"750","trainMean",0.8934,2,0.994318041453593,2,0.987231392089692,2,0,2,0.669201696072874,6,0.162147412561919,8,0.617716423696346,3.66666666666667,2,"Norman","DLX2+ZBTB10_1"
"751","AttentionPert",0.7549,5,0.992422644904615,2,0.992912269648764,2,0,2,0.859499312911683,6,0.98785586924207,7,0.764598349451189,4,3,"Norman","DUSP9+ETS2_1"
"752","baseMLP",0.4151,14,0,15,0,15,0.03,1,0,15,0.799019689409199,11,0.2073532815682,11.8333333333333,15,"Norman","DUSP9+ETS2_1"
"753","baseReg",0.4323,13,0.902661212095652,8,0.910694597574421,12,0,2,0.754505372472859,12,0.983361892825103,8,0.663920512494673,9.16666666666667,11,"Norman","DUSP9+ETS2_1"
"754","biolord",0.4838,12,0.52157226603686,13,0.565600882028666,14,0,2,0.465522618136089,14,0.868071822520835,10,0.484094598120408,10.8333333333333,14,"Norman","DUSP9+ETS2_1"
"755","baseControl",0.235,15,0.885200961579014,9,0.894314065207119,13,0,2,0.742031296746092,13,0.980229070858545,9,0.622795899065128,10.1666666666667,13,"Norman","DUSP9+ETS2_1"
"756","CPA",0.84,1,0.774422560555579,10,0.975429201449047,6,0,2,1,1,0.426904726682712,14,0.669459414781223,5.66666666666667,7,"Norman","DUSP9+ETS2_1"
"757","GEARS",0.7781,2,1,1,1,1,0,2,0.867315893290874,5,1,1,0.774235982215146,2,1,"Norman","DUSP9+ETS2_1"
"758","GeneCompass",0.7562,3,0.984704708082043,3,0.987084580248858,3,0,2,0.856657150535726,7,0.99520852320412,3,0.763309160345125,3.5,2,"Norman","DUSP9+ETS2_1"
"759","GenePert",0.7167,7,0.951949165647449,7,0.954481020633171,9,0,2,0.793955904649382,11,0.990262274838034,6,0.734558060961339,7,8,"Norman","DUSP9+ETS2_1"
"760","linearModel",0.743,6,0.980177976466619,5,0.980784375492204,5,0,2,0.816035272223884,10,0.99446740920687,4,0.752410838898263,5.33333333333333,5,"Norman","DUSP9+ETS2_1"
"761","scELMo",0.6918,8,0.969451590682243,6,0.974169160497716,7,0,2,0.843314706732451,8,0.997860190760892,2,0.746099274778884,5.5,6,"Norman","DUSP9+ETS2_1"
"762","scFoundation",0.6846,9,0.70368183543503,11,0.97054654276264,8,0,2,0.982119223767678,2,0.665817430979821,12,0.667794172157528,7.33333333333333,9,"Norman","DUSP9+ETS2_1"
"763","scGPT",0.5653,11,0.511056752843265,14,0.943770672546858,10,0,2,0.971627816174718,3,0,15,0.49862587359414,9.16666666666667,11,"Norman","DUSP9+ETS2_1"
"764","scouter",0.5842,10,0.558320329523569,12,0.93369034493621,11,0,2,0.964491985659884,4,0.436425672978954,13,0.579521388849769,8.66666666666667,10,"Norman","DUSP9+ETS2_1"
"765","trainMean",0.7562,3,0.983664403300859,4,0.983619467632698,4,0,2,0.818199220116729,9,0.993162098897609,5,0.755807531657983,4.5,4,"Norman","DUSP9+ETS2_1"
"766","AttentionPert",0.918,3,0.982493778426156,3,0.964461994076999,3,0,3,0.641412306713188,6,1,1,0.751061346536057,3.16666666666667,2,"Norman","DUSP9+IGDCC3_1"
"767","baseMLP",0.7322,13,0.697095168626105,9,0.438302073050346,13,0.05,1,0.240752787188087,13,0.947851618394216,10,0.517700274543126,9.83333333333333,12,"Norman","DUSP9+IGDCC3_1"
"768","baseReg",0.867,10,0.854222088732515,7,0.720138203356367,10,0,3,0.421439171855244,11,0.982110623546622,5,0.640818347915125,7.66666666666667,8,"Norman","DUSP9+IGDCC3_1"
"769","biolord",0.82,11,0.673045567664979,10,0.355873642645607,14,0,3,0.194214701484341,14,0.957048753973216,9,0.50003044429469,10.1666666666667,13,"Norman","DUSP9+IGDCC3_1"
"770","baseControl",-0.1551,15,0.498820046339998,12,0,15,0,3,0,15,0.941129069628765,11,0.214141519328127,11.8333333333333,15,"Norman","DUSP9+IGDCC3_1"
"771","CPA",0.9068,4,0.646335707543122,11,0.865745310957552,7,0,3,1,1,0.484359672904029,14,0.650540115234117,6.66666666666667,7,"Norman","DUSP9+IGDCC3_1"
"772","GEARS",0.8866,7,0.966124603106496,4,0.950641658440276,4,0,3,0.651031942484941,5,0.978820214925889,7,0.738869736492934,5,4,"Norman","DUSP9+IGDCC3_1"
"773","GeneCompass",0.8996,5,0.940809233673732,5,0.90177690029615,5,0,3,0.616740869653372,7,0.981609768925339,6,0.723422795424765,5.16666666666667,5,"Norman","DUSP9+IGDCC3_1"
"774","GenePert",0.8954,6,0.762893675448382,8,0.534550839091806,11,0,3,0.30396190444007,12,0.966631752848724,8,0.577239695304831,8,9,"Norman","DUSP9+IGDCC3_1"
"775","linearModel",0.9214,2,0.999034583369089,2,0.996051332675222,2,0,3,0.591016228911286,9,0.997032616527494,3,0.750755793580515,3.5,3,"Norman","DUSP9+IGDCC3_1"
"776","scELMo",0.8787,8,0.928988243370806,6,0.870681145113524,6,0,3,0.581002345771838,10,0.987269104514017,4,0.707773473128364,6.16666666666667,6,"Norman","DUSP9+IGDCC3_1"
"777","scFoundation",0.7909,12,0.392302411396207,13,0.75715695952616,9,0,3,0.886152624420245,3,0.661124662229423,12,0.581272776262006,8.66666666666667,11,"Norman","DUSP9+IGDCC3_1"
"778","scGPT",0.6953,14,0,15,0.490621915103652,12,0,3,0.740883733635214,4,0,15,0.321134274789811,10.5,14,"Norman","DUSP9+IGDCC3_1"
"779","scouter",0.869,9,0.322770960267742,14,0.814412635735439,8,0.01,2,0.934146609331835,2,0.489807148018657,13,0.573356225558946,8,9,"Norman","DUSP9+IGDCC3_1"
"780","trainMean",0.9218,1,1,1,1,1,0,3,0.602342392574632,8,0.997599567891275,2,0.753623660077651,2.66666666666667,1,"Norman","DUSP9+IGDCC3_1"
"781","AttentionPert",0.6997,4,0.953344742096141,4,0.959659152195017,6,0,2,0.859189656789589,8,0.975208136792275,7,0.741183614645504,5.16666666666667,4,"Norman","DUSP9+KLF1_1"
"782","baseMLP",0.298,13,0,15,0,15,0.02,1,0,15,0.84585063010776,11,0.19397510501796,11.6666666666667,15,"Norman","DUSP9+KLF1_1"
"783","baseReg",0.335,12,0.835604115930582,9,0.853845324129004,12,0,2,0.744996067061477,13,0.974615023703934,8,0.624010088470833,9.33333333333333,12,"Norman","DUSP9+KLF1_1"
"784","biolord",0.6262,8,0.846157221527458,8,0.874662927408047,11,0,2,0.767308412030799,12,0.933371981542515,10,0.674616757084803,8.5,11,"Norman","DUSP9+KLF1_1"
"785","baseControl",0.0673,15,0.806786019877575,10,0.829036781361234,14,0,2,0.725410311821197,14,0.971813312182298,9,0.566724404207051,10.6666666666667,14,"Norman","DUSP9+KLF1_1"
"786","CPA",0.7311,3,0.790539502841221,11,0.971524107431777,5,0,2,0.987594759672846,2,0.521538120139412,13,0.667049415014209,6,6,"Norman","DUSP9+KLF1_1"
"787","GEARS",0.7442,2,1,1,1,1,0,2,0.901164837022185,4,0.97917762452365,5,0.770757076924306,2.5,1,"Norman","DUSP9+KLF1_1"
"788","GeneCompass",0.7516,1,0.980681892977029,2,0.979937439326933,3,0,2,0.871533604568338,6,0.997913451871142,2,0.763611064790574,2.66666666666667,2,"Norman","DUSP9+KLF1_1"
"789","GenePert",0.6179,9,0.890728186226113,7,0.902383777370295,10,0,2,0.789785132470842,11,0.977839587363862,6,0.696439447238518,7.5,9,"Norman","DUSP9+KLF1_1"
"790","linearModel",0.593,11,0.910912920423879,6,0.92093625283141,9,0,2,0.807627764781487,10,0.982498120667324,3,0.70249584311735,6.83333333333333,8,"Norman","DUSP9+KLF1_1"
"791","scELMo",0.6955,5,0.978224620987736,3,0.97627008952648,4,0,2,0.866970095737103,7,1,1,0.752827467708553,3.66666666666667,3,"Norman","DUSP9+KLF1_1"
"792","scFoundation",0.6747,6,0.767425788191931,12,0.995038291446446,2,0,2,1,1,0.711772795378316,12,0.691489479169449,5.83333333333333,5,"Norman","DUSP9+KLF1_1"
"793","scGPT",0.2485,14,0.450338971894952,14,0.853413871211304,13,0,2,0.88644533865526,5,0,15,0.406449696960253,10.5,13,"Norman","DUSP9+KLF1_1"
"794","scouter",0.6507,7,0.600320322955747,13,0.930643943479668,7,0,2,0.953528175534429,3,0.510611365962015,14,0.607633967988643,7.66666666666667,10,"Norman","DUSP9+KLF1_1"
"795","trainMean",0.6071,10,0.915498365475329,5,0.924711465861288,8,0,2,0.809862156773337,9,0.981757113118481,4,0.706488183538072,6.33333333333333,7,"Norman","DUSP9+KLF1_1"
"796","AttentionPert",0.9218,4,0.928655110105042,4,0.88785046728972,5,0,3,0.613722883329255,7,1,1,0.725338076787336,4,3,"Norman","DUSP9+PRTG_1"
"797","baseMLP",0.7933,13,0.720875280474971,8,0.534834324553951,11,0.13,1,0.325821352257505,12,0.988943720618279,8,0.582295779650784,8.83333333333333,12,"Norman","DUSP9+PRTG_1"
"798","baseReg",0.8893,10,0.786481602827585,7,0.629566694987256,10,0,3,0.386342708803726,11,0.996570523235198,4,0.614710254975627,7.5,8,"Norman","DUSP9+PRTG_1"
"799","biolord",0.8355,11,0.636147018526241,11,0.358538657604078,14,0,3,0.216769385628764,14,0.992666895530991,6,0.506603659548346,9.83333333333333,13,"Norman","DUSP9+PRTG_1"
"800","baseControl",-0.0726,15,0.453267409304819,12,0,15,0,3,0,15,0.986732749322216,9,0.227900026437839,11.5,15,"Norman","DUSP9+PRTG_1"
"801","CPA",0.9301,3,0.679474196302694,10,0.915038232795242,3,0,3,1,1,0.784877319272922,13,0.718248291395143,5.5,4,"Norman","DUSP9+PRTG_1"
"802","GEARS",0.9144,6,0.941105220309366,3,0.914613423959218,4,0,3,0.634805708533789,5,0,15,0.567487392133729,6,5,"Norman","DUSP9+PRTG_1"
"803","GeneCompass",0.9192,5,0.90254363495562,6,0.844944774851317,7,0,3,0.587758489766366,10,0.992784586081722,5,0.707871914275838,6,5,"Norman","DUSP9+PRTG_1"
"804","GenePert",0.8962,8,0.711483092075217,9,0.492778249787596,12,0,3,0.303893397647261,13,0.991189039258151,7,0.565923963128037,8.66666666666667,11,"Norman","DUSP9+PRTG_1"
"805","linearModel",0.9445,1,1,1,1,1,0,3,0.626109705365184,6,0.999812230517562,2,0.761736989313791,2.33333333333333,1,"Norman","DUSP9+PRTG_1"
"806","scELMo",0.9061,7,0.909195607712317,5,0.854715378079864,6,0,3,0.59754685422653,9,0.967958207311972,10,0.70591934122178,6.66666666666667,7,"Norman","DUSP9+PRTG_1"
"807","scFoundation",0.8103,12,0.393578364210401,13,0.728971962616822,9,0,3,0.843464374642081,3,0.914376462278056,11,0.615115193957893,8.5,10,"Norman","DUSP9+PRTG_1"
"808","scGPT",0.6981,14,0,15,0.426083262531861,13,0,3,0.668964073170547,4,0.713468731458591,14,0.417769344526833,10.5,14,"Norman","DUSP9+PRTG_1"
"809","scouter",0.8927,9,0.342070252774965,14,0.793542905692438,8,0.01,2,0.893591900885242,2,0.872249783772823,12,0.634025807187578,7.83333333333333,9,"Norman","DUSP9+PRTG_1"
"810","trainMean",0.9419,2,0.998014336490538,2,0.995327102803738,2,0,3,0.613152736327194,8,0.999278196347335,3,0.757945395328134,3.33333333333333,2,"Norman","DUSP9+PRTG_1"
"811","AttentionPert",0.3201,6,0.867119164495081,5,0.881865284974093,6,0,4,0.742551736648944,8,0.980895190225177,5,0.632088562723882,5.66666666666667,5,"Norman","ETS2_1"
"812","baseMLP",0.2754,9,0,15,0,15,0.05,2,0,15,0.865265695261881,11,0.198444282543647,11.1666666666667,15,"Norman","ETS2_1"
"813","baseReg",0.3043,8,0.860473102640244,6,0.87279792746114,8,0,4,0.703327372729139,11,0.979303037399392,7,0.620033573371653,7.33333333333333,6,"Norman","ETS2_1"
"814","biolord",0.4747,3,0.903662404298729,3,0.914766839378238,3,0,4,0.737229056649662,9,0.988323394701342,3,0.669780282504662,4.16666666666667,3,"Norman","ETS2_1"
"815","baseControl",-0.0427,15,0.836555360281195,9,0.850777202072539,13,0.01,3,0.686866934993531,14,0.974626254924517,10,0.55268762537863,10.6666666666667,14,"Norman","ETS2_1"
"816","CPA",0.314,7,0.414823344039755,12,0.790414507772021,14,0,4,0.925978864774025,4,0.590975198637257,13,0.50603198587051,9,10,"Norman","ETS2_1"
"817","GEARS",0.00629999999999997,14,0.834515079894148,10,0.852331606217617,12,0,4,0.720756657835404,10,0.978444776442843,8,0.565391353398335,9.66666666666667,12,"Norman","ETS2_1"
"818","GeneCompass",0.4738,4,0.891117710037776,4,0.903626943005181,4,0,4,0.757174155298658,7,0.983161709210256,4,0.668146752925312,4.5,4,"Norman","ETS2_1"
"819","GenePert",0.1862,12,0.851907965173828,7,0.866580310880829,9,0,4,0.699344333538665,12,0.980191107325698,6,0.597370619486503,8.33333333333333,9,"Norman","ETS2_1"
"820","linearModel",0.8601,1,1,1,1,1,0.28,1,0.810973093553577,5,1,1,0.825178848925596,1.66666666666667,1,"Norman","ETS2_1"
"821","scELMo",0.705,2,0.927539745065956,2,0.936269430051814,2,0,4,0.784766370231267,6,0.988357150826759,2,0.723655449362632,3,2,"Norman","ETS2_1"
"822","scFoundation",0.264,10,0.464880916308103,11,0.874870466321244,7,0,4,0.978519896257578,2,0.640650171188228,12,0.537153575012525,7.66666666666667,8,"Norman","ETS2_1"
"823","scGPT",0.3531,5,0.30087065430378,14,0.889896373056995,5,0,4,1,1,0,15,0.423977837893462,7.33333333333333,6,"Norman","ETS2_1"
"824","scouter",0.193,11,0.359513564834455,13,0.859326424870466,10,0,4,0.976390824257865,3,0.491692638630633,14,0.479987242098903,9.16666666666667,11,"Norman","ETS2_1"
"825","trainMean",0.0963000000000001,13,0.842777205421894,8,0.857253886010363,11,0,4,0.692289290648231,13,0.977979193971477,9,0.577766596008661,9.66666666666667,12,"Norman","ETS2_1"
"826","AttentionPert",0.8204,8,0.947583766449187,2,0.947463768115942,3,0,4,0.614512326379991,5,0.981744738874605,8,0.718617433303288,5,3,"Norman","ETS2+IGDCC3_1"
"827","baseMLP",0.5635,14,0.128755206605477,13,0,15,0.09,1,0,15,0.907454965885629,11,0.281618362081851,11.5,15,"Norman","ETS2+IGDCC3_1"
"828","baseReg",0.9058,1,1,1,1,1,0,4,0.574976936087335,7,1,1,0.746796156014556,2.5,1,"Norman","ETS2+IGDCC3_1"
"829","biolord",0.89,3,0.898632459729441,6,0.90036231884058,8,0,4,0.515315078673569,13,0.997375263675454,4,0.700280853486507,6.33333333333333,6,"Norman","ETS2+IGDCC3_1"
"830","baseControl",-0.0503,15,0.753105532824653,10,0.715579710144927,13,0.02,2,0.420038696120137,14,0.970443131101776,10,0.471477845031916,10.6666666666667,14,"Norman","ETS2+IGDCC3_1"
"831","CPA",0.6619,13,0.105680268347525,14,0.597826086956522,14,0,4,0.81889062580083,4,0.517529361889241,14,0.45030439049902,10.5,13,"Norman","ETS2+IGDCC3_1"
"832","GEARS",0.717,11,0.83047661174389,8,0.820652173913043,11,0,4,0.535524832145969,9,0.975770830508647,9,0.646570741385258,8.66666666666667,11,"Norman","ETS2+IGDCC3_1"
"833","GeneCompass",0.7441,9,0.898116406797154,7,0.896739130434783,9,0,4,0.590670006662908,6,0.984021351977462,6,0.685607815978718,6.83333333333333,8,"Norman","ETS2+IGDCC3_1"
"834","GenePert",0.8556,7,0.941427992185484,3,0.936594202898551,5,0,4,0.532942955256009,10,0.988660375707427,5,0.709204254341245,5.66666666666667,4,"Norman","ETS2+IGDCC3_1"
"835","linearModel",0.8941,2,0.914888127096465,4,0.914855072463768,6,0,4,0.530002306391266,11,0.999898266787395,2,0.708957295456483,4.83333333333333,2,"Norman","ETS2+IGDCC3_1"
"836","scELMo",0.6805,12,0.826606214751742,9,0.818840579710145,12,0,4,0.543119906719287,8,0.982080762241473,7,0.641857910570441,8.66666666666667,11,"Norman","ETS2+IGDCC3_1"
"837","scFoundation",0.7339,10,0.229901581333628,11,0.861111111111111,10,0,4,0.921377684383168,3,0.699993383793833,12,0.57438062677029,8.33333333333333,10,"Norman","ETS2+IGDCC3_1"
"838","scGPT",0.8607,6,0,15,0.972826086956522,2,0,4,1,1,0,15,0.472254347826087,7.16666666666667,9,"Norman","ETS2+IGDCC3_1"
"839","scouter",0.8699,5,0.134910980869181,12,0.941425120772947,4,0.01,3,0.9897077289734,2,0.560944663058836,13,0.584481415612394,6.5,7,"Norman","ETS2+IGDCC3_1"
"840","trainMean",0.89,3,0.911828670426481,5,0.91304347826087,7,0,4,0.526312080364922,12,0.998722953041971,3,0.706651197015707,5.66666666666667,4,"Norman","ETS2+IGDCC3_1"
"841","AttentionPert",0.9705,7,0.985068501799356,3,0.964869029275809,5,0,4,0.736524631037435,5,0.9988051143018,3,0.775961212735733,4.5,3,"Norman","ETS2+IKZF3_1"
"842","baseMLP",0.7849,14,0.110865584948545,13,0.237904468412943,14,0.12,1,0.165452242968901,14,0.895748021514635,11,0.385811719640837,11.1666666666667,14,"Norman","ETS2+IKZF3_1"
"843","baseReg",0.9809,5,0.957825620304312,4,0.92326656394453,9,0,4,0.619722977264568,12,0.992205043398331,6,0.74565336748529,6.66666666666667,8,"Norman","ETS2+IKZF3_1"
"844","biolord",0.9894,1,0.939642654207968,5,0.93713405238829,6,0,4,0.627954363443414,11,0.993920454450847,4,0.748008587415086,5.16666666666667,4,"Norman","ETS2+IKZF3_1"
"845","baseControl",-0.0246999999999999,15,0,15,0,15,0.01,2,0,15,0.930567953066572,10,0.152644658844429,12,15,"Norman","ETS2+IKZF3_1"
"846","CPA",0.932,12,0.183692152282341,12,0.673343605546995,12,0,4,0.834900840694174,4,0.651343036978251,12,0.545879939250294,9.33333333333333,12,"Norman","ETS2+IKZF3_1"
"847","GEARS",0.9563,8,0.938222109981691,7,0.93713405238829,6,0,4,0.715809074447394,6,0.98429735964432,8,0.755293766076949,6.5,6,"Norman","ETS2+IKZF3_1"
"848","GeneCompass",0.9551,9,0.939358545362712,6,0.932819722650231,8,0,4,0.710242582284274,7,0.992744436333888,5,0.755044214438517,6.5,6,"Norman","ETS2+IKZF3_1"
"849","GenePert",0.9341,11,0.520897783951007,9,0.519260400616333,13,0,4,0.345331602763126,13,0.966603799293009,9,0.547698931103913,9.83333333333333,13,"Norman","ETS2+IKZF3_1"
"850","linearModel",0.9853,3,0.998011238083212,2,0.981818181818182,3,0,4,0.659428122817884,10,0.999991366392421,2,0.770758151518616,4,2,"Norman","ETS2+IKZF3_1"
